Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,251.100006,264.500000,251.100006,262.799988,228.467728,300675
2016-02-02,260.000000,265.600006,258.989990,260.200012,226.207428,171655
2016-02-03,258.000000,264.899994,258.000000,260.000000,226.033524,371593
2016-02-04,258.000000,263.399994,258.000000,263.000000,228.641602,385949
2016-02-05,258.200012,266.200012,258.200012,260.500000,226.468201,281961
2016-02-08,260.000000,261.600006,254.000000,255.199997,221.860596,420168
2016-02-09,252.100006,257.799988,241.735001,243.100006,211.341370,542486
2016-02-10,241.100006,252.500000,241.100006,248.899994,216.383636,306131
2016-02-11,255.000000,255.000000,240.264008,242.300003,210.645874,306106
2016-02-12,237.699997,246.899994,237.699997,238.300003,207.168442,508414
2016-02-15,245.800003,248.500000,239.399994,243.699997,211.862946,377314
2016-02-16,250.300003,250.300003,240.199997,242.800003,211.080536,353689
2016-02-17,243.000000,261.500000,243.000000,259.299988,225.424973,481812
2016-02-18,265.700012,265.700012,257.600006,263.000000,228.641602,235746
2016-02-19,268.100006,268.100006,260.000000,262.000000,227.772278,182318
2016-02-22,263.000000,267.299988,261.399994,261.399994,227.250626,152331
2016-02-23,268.100006,273.959991,261.229004,267.899994,232.901459,514049
2016-02-24,270.000000,273.200012,259.299988,261.299988,227.163696,390084
2016-02-25,259.399994,270.399994,259.399994,269.600006,234.379379,221594
2016-02-26,270.399994,277.500000,270.299988,271.000000,235.596481,1972315
2016-02-29,266.700012,271.899994,258.100006,266.000000,231.249680,745265
2016-03-01,268.399994,280.899994,267.640015,279.100006,242.638336,329652
2016-03-02,272.299988,277.700012,271.733002,274.700012,238.813126,320924
2016-03-03,274.200012,278.899994,267.299988,272.899994,237.248245,360617
2016-03-04,273.700012,276.000000,271.799988,273.899994,238.117630,254949
2016-03-07,269.700012,276.200012,269.700012,273.899994,238.117630,347360
2016-03-08,273.700012,278.899994,271.799988,272.799988,237.161331,280856
2016-03-09,275.100006,280.299988,271.600006,271.899994,236.378922,257065
2016-03-10,276.899994,277.600006,265.799988,265.799988,231.075806,282677
2016-03-11,267.799988,271.700012,264.299988,268.000000,232.988434,338527
